pincode,district,state,latitude,longitude
691537,Kollam,Kerala,8.8900,76.7700
691538,Kollam,Kerala,8.9800,76.8500
691540,Kollam,Kerala,8.9300,76.7050
691541,Kollam,Kerala,8.8200,77.0100
691543,Kollam,Kerala,9.0200,76.6850
691551,Pathanamthitta,Kerala,9.1250,76.7050
691552,Pathanamthitta,Kerala,9.1000,76.6600
691553,Kollam,Kerala,9.0700,76.6800
691554,Pathanamthitta,Kerala,9.1600,76.7592
691555,Pathanamthitta,Kerala,9.1850,76.7750
691556,Pathanamthitta,Kerala,9.1300,76.7900
691557,Kollam,Kerala,9.0300,76.8210
691559,Kollam,Kerala,8.8150,76.9650
691560,Kollam,Kerala,9.0500,76.7900
691566,Kollam,Kerala,9.0300,76.7650
691571,Kollam,Kerala,8.8700,76.6800
691572,Kollam,Kerala,8.8600,76.7100
691573,Kollam,Kerala,8.8800,76.7300
691574,Kollam,Kerala,8.8100,76.7800
691576,Kollam,Kerala,8.9000,76.6900
691577,Kollam,Kerala,8.9000,76.6700
691578,Kollam,Kerala,8.8300,76.7400
691579,Kollam,Kerala,8.8600,76.7350
691581,Kollam,Kerala,8.9200,76.5500
691582,Kollam,Kerala,8.9500,76.5350
691583,Kollam,Kerala,9.0050,76.5400
691584,Kollam,Kerala,8.9800,76.5500
691585,Kollam,Kerala,8.9850,76.5600
691589,Kollam,Kerala,8.8700,76.6600
691590,Kollam,Kerala,8.9900,76.5800
691601,Kollam,Kerala,8.9500,76.6100
691602,Kollam,Kerala,8.9400,76.6000
695001,Thiruvananthapuram,Kerala,8.5000,76.9500
695002,Thiruvananthapuram,Kerala,8.4666,76.9746
695003,Thiruvananthapuram,Kerala,8.5188,76.9612
695004,Thiruvananthapuram,Kerala,8.5250,76.9400
695005,Thiruvananthapuram,Kerala,8.5396,76.9672
695006,Thiruvananthapuram,Kerala,8.5000,77.0100
695007,Thiruvananthapuram,Kerala,,
695008,Thiruvananthapuram,Kerala,8.4800,76.9300
695009,Thiruvananthapuram,Kerala,8.6329,76.8939
695010,Thiruvananthapuram,Kerala,8.5120,76.9707
695011,Thiruvananthapuram,Kerala,8.5350,76.9134
695012,Thiruvananthapuram,Kerala,8.4827,76.9762
695013,Thiruvananthapuram,Kerala,8.5300,77.0000
695014,Thiruvananthapuram,Kerala,,
695015,Thiruvananthapuram,Kerala,8.5527,76.9375
695016,Thiruvananthapuram,Kerala,,
695017,Thiruvananthapuram,Kerala,8.5524,76.9154
695018,Thiruvananthapuram,Kerala,8.4710,76.9800
695019,Thiruvananthapuram,Kerala,,
695020,Thiruvananthapuram,Kerala,8.4419,77.0250
695021,Thiruvananthapuram,Kerala,8.5099,76.8992
695022,Thiruvananthapuram,Kerala,,
695023,Thiruvananthapuram,Kerala,8.4800,76.9400
695024,Thiruvananthapuram,Kerala,8.4900,76.9200
695025,Thiruvananthapuram,Kerala,,
695026,Thiruvananthapuram,Kerala,8.4546,76.9542
695027,Thiruvananthapuram,Kerala,8.4307,76.9548
695028,Thiruvananthapuram,Kerala,8.6000,76.9500
695029,Thiruvananthapuram,Kerala,8.5000,76.9200
695030,Thiruvananthapuram,Kerala,,
695032,Thiruvananthapuram,Kerala,8.4799,77.0013
695033,Thiruvananthapuram,Kerala,8.5075,76.9493
695034,Thiruvananthapuram,Kerala,,
695035,Thiruvananthapuram,Kerala,8.4912,76.9417
695036,Thiruvananthapuram,Kerala,,
695038,Thiruvananthapuram,Kerala,,
695040,Thiruvananthapuram,Kerala,8.7919,76.7857
695042,Thiruvananthapuram,Kerala,8.4324,77.0147
695043,Thiruvananthapuram,Kerala,8.5650,76.9650
695051,Thiruvananthapuram,Kerala,8.4848,76.9427
695099,Thiruvananthapuram,Kerala,,
695101,Thiruvananthapuram,Kerala,8.6858,76.8023
695102,Thiruvananthapuram,Kerala,8.7241,76.8332
695103,Thiruvananthapuram,Kerala,8.7079,76.8668
695104,Thiruvananthapuram,Kerala,8.6670,76.8231
695121,Thiruvananthapuram,Kerala,8.2400,77.0400
695122,Thiruvananthapuram,Kerala,8.3571,77.1169
695123,Thiruvananthapuram,Kerala,8.4719,77.0495
695124,Thiruvananthapuram,Kerala,8.4396,77.1200
695125,Thiruvananthapuram,Kerala,8.4896,77.1650
695126,Thiruvananthapuram,Kerala,8.5693,77.1199
695132,Thiruvananthapuram,Kerala,8.3688,77.1044
695133,Thiruvananthapuram,Kerala,8.3600,77.0823
695134,Thiruvananthapuram,Kerala,8.3626,77.0924
695141,Thiruvananthapuram,Kerala,8.7344,76.7262
695142,Thiruvananthapuram,Kerala,,
695143,Thiruvananthapuram,Kerala,8.7505,76.7668
695144,Thiruvananthapuram,Kerala,,
695145,Thiruvananthapuram,Kerala,8.7353,76.7352
695146,Thiruvananthapuram,Kerala,8.7703,76.7629
695301,Thiruvananthapuram,Kerala,8.5789,76.8512
695302,Thiruvananthapuram,Kerala,,
695303,Thiruvananthapuram,Kerala,,
695304,Thiruvananthapuram,Kerala,8.6519,76.7864
695305,Thiruvananthapuram,Kerala,8.6190,76.8023
695306,Thiruvananthapuram,Kerala,8.6686,76.7705
695307,Thiruvananthapuram,Kerala,8.6832,76.7488
695308,Thiruvananthapuram,Kerala,,
695309,Thiruvananthapuram,Kerala,,
695310,Thiruvananthapuram,Kerala,8.7890,76.7246
695311,Thiruvananthapuram,Kerala,8.7634,76.6948
695312,Thiruvananthapuram,Kerala,8.7009,76.7641
695313,Thiruvananthapuram,Kerala,,
695316,Thiruvananthapuram,Kerala,8.5935,76.8560
695317,Thiruvananthapuram,Kerala,,
695318,Thiruvananthapuram,Kerala,,
695501,Thiruvananthapuram,Kerala,8.4000,77.0400
695502,Thiruvananthapuram,Kerala,8.3300,77.1500
695503,Thiruvananthapuram,Kerala,8.5260,77.1829
695504,Thiruvananthapuram,Kerala,8.4050,77.1752
695505,Thiruvananthapuram,Kerala,8.4800,77.2000
695506,Thiruvananthapuram,Kerala,8.3191,77.1100
695507,Thiruvananthapuram,Kerala,8.4594,77.0619
695508,Thiruvananthapuram,Kerala,8.3720,77.1413
695512,Thiruvananthapuram,Kerala,8.4500,77.1000
695513,Thiruvananthapuram,Kerala,,
695521,Thiruvananthapuram,Kerala,8.3800,77.0000
695522,Thiruvananthapuram,Kerala,8.4290,76.9864
695523,Thiruvananthapuram,Kerala,8.4100,77.0200
695524,Thiruvananthapuram,Kerala,8.3846,77.0916
695525,Thiruvananthapuram,Kerala,8.3400,77.0800
695526,Thiruvananthapuram,Kerala,8.3422,77.0500
695527,Thiruvananthapuram,Kerala,8.3913,76.9794
695528,Thiruvananthapuram,Kerala,8.4403,77.0330
695541,Thiruvananthapuram,Kerala,8.6200,77.0300
695542,Thiruvananthapuram,Kerala,8.6100,77.0850
695543,Thiruvananthapuram,Kerala,8.5600,77.0523
695547,Thiruvananthapuram,Kerala,8.3714,77.0157
695551,Thiruvananthapuram,Kerala,8.6800,77.1050
695561,Thiruvananthapuram,Kerala,8.6151,76.9887
695562,Thiruvananthapuram,Kerala,8.7100,77.0300
695563,Thiruvananthapuram,Kerala,8.7180,77.0700
695564,Thiruvananthapuram,Kerala,8.5700,77.0000
695568,Thiruvananthapuram,Kerala,8.6900,76.9816
695570,Thiruvananthapuram,Kerala,8.5106,77.0519
695571,Thiruvananthapuram,Kerala,8.4851,77.0200
695572,Thiruvananthapuram,Kerala,8.5200,77.1200
695573,Thiruvananthapuram,Kerala,8.5200,77.0100
695574,Thiruvananthapuram,Kerala,8.5600,77.1300
695575,Thiruvananthapuram,Kerala,8.5376,77.0867
695581,Thiruvananthapuram,Kerala,8.5618,76.8920
695582,Thiruvananthapuram,Kerala,8.5616,76.8715
695583,Thiruvananthapuram,Kerala,8.5220,76.8821
695584,Thiruvananthapuram,Kerala,8.6179,76.8856
695585,Thiruvananthapuram,Kerala,8.5737,76.8741
695586,Thiruvananthapuram,Kerala,8.5737,76.8495
695587,Thiruvananthapuram,Kerala,,
695588,Thiruvananthapuram,Kerala,8.5737,76.8495
695589,Thiruvananthapuram,Kerala,,
695601,Thiruvananthapuram,Kerala,8.7661,76.8657
695602,Thiruvananthapuram,Kerala,8.8032,76.8120
695603,Thiruvananthapuram,Kerala,8.7933,76.7765
695604,Thiruvananthapuram,Kerala,8.8324,76.8093
695605,Thiruvananthapuram,Kerala,8.7533,76.8041
695606,Thiruvananthapuram,Kerala,8.7149,76.8964
695607,Thiruvananthapuram,Kerala,8.6838,76.9261
695608,Thiruvananthapuram,Kerala,8.7534,76.9330
695609,Thiruvananthapuram,Kerala,8.7459,76.9875
695610,Thiruvananthapuram,Kerala,8.7135,76.9387
695611,Thiruvananthapuram,Kerala,,
695612,Thiruvananthapuram,Kerala,8.7538,76.8732
695614,Thiruvananthapuram,Kerala,8.7875,76.8584
695615,Thiruvananthapuram,Kerala,,
700001,Kolkata,West Bengal,22.3443,88.2104
700002,Kolkata,West Bengal,22.6148,88.3726
700003,Kolkata,West Bengal,22.6032,88.3675
700004,Kolkata,West Bengal,22.5977,88.3718
700005,Kolkata,West Bengal,22.5961,88.3587
700006,Kolkata,West Bengal,22.5900,88.3677
700007,Kolkata,West Bengal,22.5827,88.3595
700008,Kolkata,West Bengal,22.4820,88.3104
700009,Kolkata,West Bengal,22.3437,88.2241
700010,Kolkata,West Bengal,22.3353,88.2347
700011,Kolkata,West Bengal,22.3431,88.2246
700012,Kolkata,West Bengal,22.5686,88.3578
700013,Kolkata,West Bengal,22.5648,88.3604
700014,Kolkata,West Bengal,22.3322,88.2214
700015,Kolkata,West Bengal,22.3361,88.2246
700016,Kolkata,West Bengal,22.5520,88.3543
700017,Kolkata,West Bengal,22.3235,88.2152
700018,Kolkata,West Bengal,22.5226,88.2852
700019,Kolkata,West Bengal,22.5268,88.3658
700020,Kolkata,West Bengal,22.5404,88.3472
700021,Kolkata,West Bengal,22.3895,88.3375
700022,Kolkata,West Bengal,22.5463,88.3272
700023,Kolkata,West Bengal,22.5407,88.3242
700024,Kolkata,West Bengal,22.5406,88.2864
700025,Kolkata,West Bengal,22.5267,88.3489
700026,Kolkata,West Bengal,22.5193,88.3448
700027,Kolkata,West Bengal,22.5257,88.3334
700028,24 Paraganas North,West Bengal,22.6341,88.4229
700029,Kolkata,West Bengal,22.5169,88.3535
700030,24 Paraganas North,West Bengal,22.6245,88.3981
700031,Kolkata,West Bengal,22.5071,88.3718
700032,Kolkata,West Bengal,22.4978,88.3619
700033,Kolkata,West Bengal,22.5036,88.3452
700034,Kolkata,West Bengal,22.4995,88.3168
700035,24 Paraganas North,West Bengal,22.6479,88.3658
700036,24 Paraganas North,West Bengal,22.6340,88.3697
700037,Kolkata,West Bengal,22.6074,88.3866
700038,Kolkata,West Bengal,22.5068,88.3234
700039,Kolkata,West Bengal,22.4228,88.3108
700040,Kolkata,West Bengal,22.4843,88.3522
700041,Kolkata,West Bengal,22.5011,88.3201
700042,Kolkata,West Bengal,22.5454,88.3657
700043,Kolkata,West Bengal,22.5156,88.3206
700044,Kolkata,West Bengal,22.5522,88.2671
700045,Kolkata,West Bengal,22.5065,88.3569
700046,Kolkata,West Bengal,22.3243,88.2255
700047,Kolkata,West Bengal,22.4719,88.3766
700048,24 Paraganas North,West Bengal,,
700049,24 Paraganas North,West Bengal,22.6600,88.4000
700050,Kolkata,West Bengal,22.6285,88.3846
700051,24 Paraganas North,West Bengal,22.6600,88.4250
700052,24 Paraganas North,West Bengal,22.6339,88.4307
700053,Kolkata,West Bengal,22.5112,88.3312
700054,Kolkata,West Bengal,22.3453,88.2326
700055,24 Paraganas North,West Bengal,22.5881,88.4090
700056,24 Paraganas North,West Bengal,22.6652,88.3870
700057,24 Paraganas North,West Bengal,22.6700,88.3650
700058,24 Paraganas North,West Bengal,22.6850,88.3700
700059,24 Paraganas North,West Bengal,,
700060,Kolkata,West Bengal,22.5088,88.2947
700061,Kolkata,West Bengal,22.4797,88.2913
700062,Kolkata,West Bengal,22.3049,88.2056
700063,Kolkata,West Bengal,22.4647,88.3073
700064,24 Paraganas North,West Bengal,22.5900,88.4000
700065,24 Paraganas North,West Bengal,22.6423,88.4120
700066,Kolkata,West Bengal,22.5728,88.3475
700067,Kolkata,West Bengal,22.5926,88.3860
700068,Kolkata,West Bengal,22.5064,88.3669
700069,Kolkata,West Bengal,22.5661,88.3505
700070,24 Paraganas South,West Bengal,22.3421,88.2150
700071,Kolkata,West Bengal,22.5513,88.3526
700072,Kolkata,West Bengal,22.5662,88.3546
700073,Kolkata,West Bengal,22.3456,88.2135
700074,24 Paraganas North,West Bengal,22.6228,88.4097
700075,Kolkata,West Bengal,22.4948,88.3787
700076,24 Paraganas North,West Bengal,22.6600,88.3600
700077,24 Paraganas North,West Bengal,22.6310,88.3969
700078,Kolkata,West Bengal,22.5082,88.3826
700079,24 Paraganas North,West Bengal,22.6400,88.4300
700080,24 Paraganas North,West Bengal,22.6009,88.3843
700081,24 Paraganas North,West Bengal,22.6500,88.4400
700082,Kolkata,West Bengal,22.5223,88.3437
700083,24 Paraganas North,West Bengal,22.6650,88.3850
700084,24 Paraganas South,West Bengal,22.3421,88.2150
700085,Kolkata,West Bengal,22.3413,88.2325
700086,Kolkata,West Bengal,22.4827,88.3860
700087,Kolkata,West Bengal,22.5589,88.3551
700088,Kolkata,West Bengal,22.5138,88.3070
700089,24 Paraganas North,West Bengal,,
700090,24 Paraganas North,West Bengal,22.5627,88.3696
700091,24 Paraganas North,West Bengal,,
700092,Kolkata,West Bengal,22.4854,88.3687
700093,24 Paraganas South,West Bengal,22.2800,88.2242
700094,Kolkata,West Bengal,22.4830,88.3959
700095,Kolkata,West Bengal,22.4970,88.3574
700096,24 Paraganas South,West Bengal,22.2740,88.2150
700097,24 Paraganas North,West Bengal,,
700099,Kolkata,West Bengal,22.4955,88.4017
700100,Kolkata,West Bengal,22.3144,88.2585
700101,24 Paraganas North,West Bengal,,
700102,24 Paraganas North,West Bengal,,
700103,24 Paraganas South,West Bengal,22.3900,88.3652
700104,24 Paraganas South,West Bengal,22.4357,88.2973
700105,Kolkata,West Bengal,22.3269,88.2467
700106,24 Paraganas North,West Bengal,,
700107,Kolkata,West Bengal,22.5094,88.4047
700108,24 Paraganas North,West Bengal,22.6492,88.3759
700109,24 Paraganas North,West Bengal,22.6800,88.3900
700110,24 Paraganas North,West Bengal,22.6900,88.3900
700111,24 Paraganas North,West Bengal,22.6900,88.4000
700112,24 Paraganas North,West Bengal,22.7200,88.3900
700113,24 Paraganas North,West Bengal,22.7000,88.4000
700114,24 Paraganas North,West Bengal,22.7000,88.3700
700115,24 Paraganas North,West Bengal,22.7100,88.3700
700116,24 Paraganas North,West Bengal,22.7000,88.3700
700117,24 Paraganas North,West Bengal,22.7300,88.3700
700118,24 Paraganas North,West Bengal,22.7300,88.3800
700119,24 Paraganas North,West Bengal,22.7400,88.3700
700120,24 Paraganas North,West Bengal,22.7700,88.3500
700121,24 Paraganas North,West Bengal,22.7600,88.4300
700122,24 Paraganas North,West Bengal,22.7800,88.3800
700123,24 Paraganas North,West Bengal,22.7500,88.3800
700124,24 Paraganas North,West Bengal,22.7149,88.4827
700125,24 Paraganas North,West Bengal,22.7632,88.4953
700126,24 Paraganas North,West Bengal,22.7382,88.4607
700127,24 Paraganas North,West Bengal,22.7098,88.4678
700128,24 Paraganas North,West Bengal,22.6664,88.5294
700129,24 Paraganas North,West Bengal,22.6979,88.4626
700130,24 Paraganas North,West Bengal,22.7065,88.4535
700131,24 Paraganas North,West Bengal,22.6871,88.4444
700132,24 Paraganas North,West Bengal,22.6650,88.6652
700133,24 Paraganas North,West Bengal,22.6630,88.8714
700134,24 Paraganas North,West Bengal,22.6700,88.8300
700135,24 Paraganas North,West Bengal,22.6102,88.5158
700136,24 Paraganas North,West Bengal,22.6414,88.4564
700137,24 Paraganas South,West Bengal,22.4600,88.1884
700138,24 Paraganas South,West Bengal,22.4575,88.1275
700139,24 Paraganas South,West Bengal,22.4350,88.2340
700140,24 Paraganas South,West Bengal,22.4973,88.2470
700141,24 Paraganas South,West Bengal,22.5050,88.2506
700142,24 Paraganas South,West Bengal,22.3421,88.2150
700143,24 Paraganas South,West Bengal,22.3057,88.1727
700144,24 Paraganas South,West Bengal,22.3615,88.4322
700145,24 Paraganas South,West Bengal,22.2358,88.3650
700146,24 Paraganas South,West Bengal,22.2545,88.2559
700147,24 Paraganas South,West Bengal,22.2445,88.2559
700148,24 Paraganas South,West Bengal,22.4163,88.4068
700149,24 Paraganas South,West Bengal,22.3421,88.2431
700150,24 Paraganas South,West Bengal,22.4620,88.4220
700151,24 Paraganas South,West Bengal,22.3824,88.2976
700152,24 Paraganas South,West Bengal,22.4666,88.4085
700153,24 Paraganas South,West Bengal,22.3421,88.2150
700154,24 Paraganas South,West Bengal,22.3566,88.2882
700155,24 Paraganas North,West Bengal,22.6912,88.4770
700156,24 Paraganas North,West Bengal,22.5692,88.4708
700157,24 Paraganas North,West Bengal,,
700158,24 Paraganas North,West Bengal,22.6800,88.4400
700159,24 Paraganas North,West Bengal,,
700160,24 Paraganas North,West Bengal,22.5655,88.4013
700161,24 Paraganas North,West Bengal,22.5567,88.3687
700162,24 Paraganas North,West Bengal,22.5909,88.4544
700163,24 Paraganas North,West Bengal,22.5831,88.4538
711101,Howrah,West Bengal,22.5834,88.3310
711102,Howrah,West Bengal,22.5671,88.3243
711103,Howrah,West Bengal,22.5607,88.3103
711104,Howrah,West Bengal,22.5839,88.3016
711105,Howrah,West Bengal,22.5997,88.3142
711106,Howrah,West Bengal,22.6034,88.3399
711107,Howrah,West Bengal,22.6145,88.3517
711108,Howrah,West Bengal,,
711109,Howrah,West Bengal,22.5634,88.2768
711110,Howrah,West Bengal,,
711111,Howrah,West Bengal,22.5804,88.2751
711112,Howrah,West Bengal,22.5909,88.2861
711113,Howrah,West Bengal,22.6062,88.2940
711114,Howrah,West Bengal,22.6344,88.3028
711115,Howrah,West Bengal,22.6502,88.2818
711201,Howrah,West Bengal,22.6394,88.3417
711202,Howrah,West Bengal,22.6290,88.3527
711203,Howrah,West Bengal,22.6254,88.3409
711204,Howrah,West Bengal,22.6182,88.3425
711205,Howrah,West Bengal,22.6487,88.3399
711206,Howrah,West Bengal,22.6502,88.2818
711225,Howrah,West Bengal,22.5817,88.3372
711226,Howrah,West Bengal,22.7128,87.9802
711227,Howrah,West Bengal,22.5817,88.3372
711301,Howrah,West Bengal,22.4971,88.2851
711302,Howrah,West Bengal,22.6834,88.2334
711303,Howrah,West Bengal,22.5007,87.9175
711304,Howrah,West Bengal,22.5817,88.3372
711305,Howrah,West Bengal,22.5005,88.1726
711306,Howrah,West Bengal,22.5817,88.3372
711307,Howrah,West Bengal,22.5167,88.1312
711308,Howrah,West Bengal,22.5817,88.3372
711309,Howrah,West Bengal,22.5284,88.2234
711310,Howrah,West Bengal,22.5172,88.1706
711312,Howrah,West Bengal,22.4041,88.0022
711313,Howrah,West Bengal,22.5615,88.2304
711314,Howrah,West Bengal,22.3001,88.0374
711315,Howrah,West Bengal,22.4164,88.0821
711316,Howrah,West Bengal,22.4804,88.0892
711317,Howrah,West Bengal,22.5817,88.3372
711322,Howrah,West Bengal,22.5457,88.1464
711331,Howrah,West Bengal,22.3348,88.0982
711401,Howrah,West Bengal,22.5211,88.1398
711403,Howrah,West Bengal,22.5926,88.3000
711404,Howrah,West Bengal,22.6524,88.1438
711405,Howrah,West Bengal,22.6407,88.2232
711408,Howrah,West Bengal,22.6374,88.1984
711409,Howrah,West Bengal,22.6173,88.2699
711410,Howrah,West Bengal,22.6533,88.0266
711411,Howrah,West Bengal,22.6128,88.1950
711412,Howrah,West Bengal,22.6599,87.9647
711413,Howrah,West Bengal,22.5620,87.9702
711414,Howrah,West Bengal,22.5925,88.0884
712101,Hooghly,West Bengal,22.8871,88.4022
712102,Hooghly,West Bengal,22.8690,88.4663
712103,Hooghly,West Bengal,22.9000,88.3964
712104,Hooghly,West Bengal,22.7650,88.3336
712105,Hooghly,West Bengal,22.8882,88.4022
712121,Hooghly,West Bengal,22.5956,88.2636
712122,Hooghly,West Bengal,22.9500,88.3900
712123,Hooghly,West Bengal,22.8450,87.8800
712124,Hooghly,West Bengal,22.7443,88.3548
712125,Hooghly,West Bengal,22.7306,88.2199
712134,Hooghly,West Bengal,22.9000,88.3900
712135,Hooghly,West Bengal,23.1130,88.2166
712136,Hooghly,West Bengal,22.8882,88.4022
712137,Hooghly,West Bengal,22.8882,88.4022
712138,Hooghly,West Bengal,22.8882,88.4022
712139,Hooghly,West Bengal,22.8459,88.3542
712146,Hooghly,West Bengal,22.9500,88.3900
712147,Hooghly,West Bengal,22.9500,88.3900
712148,Hooghly,West Bengal,23.0080,88.3900
712149,Hooghly,West Bengal,22.9500,88.3900
712152,Hooghly,West Bengal,23.0764,88.3900
712201,Hooghly,West Bengal,22.7468,88.3424
712202,Hooghly,West Bengal,22.7513,88.3514
712203,Hooghly,West Bengal,22.8882,88.4022
712204,Hooghly,West Bengal,22.8882,88.4022
712221,Hooghly,West Bengal,22.8121,88.3528
712222,Hooghly,West Bengal,22.7922,88.3345
712223,Hooghly,West Bengal,22.7690,88.3215
712232,Hooghly,West Bengal,22.8882,88.4022
712233,Hooghly,West Bengal,22.6861,88.3506
712234,Hooghly,West Bengal,22.7028,88.3236
712235,Hooghly,West Bengal,22.7011,88.3496
712245,Hooghly,West Bengal,22.7400,88.3500
712246,Hooghly,West Bengal,22.9997,88.2229
712248,Hooghly,West Bengal,22.7302,88.3527
712249,Hooghly,West Bengal,22.7367,88.3355
712250,Hooghly,West Bengal,22.7225,88.3372
712258,Hooghly,West Bengal,22.6553,88.3481
712301,Hooghly,West Bengal,22.9200,88.1100
712302,Hooghly,West Bengal,22.9500,88.1074
712303,Hooghly,West Bengal,23.0200,88.1200
712304,Hooghly,West Bengal,22.8882,88.4022
712305,Hooghly,West Bengal,22.9500,88.3900
712306,Hooghly,West Bengal,22.8882,88.4022
712308,Hooghly,West Bengal,22.8882,88.3961
712310,Hooghly,West Bengal,22.6850,88.2989
712311,Hooghly,West Bengal,22.6834,88.2915
712401,Hooghly,West Bengal,22.8361,87.9692
712402,Hooghly,West Bengal,22.9500,88.0200
712403,Hooghly,West Bengal,22.5336,88.2914
712404,Hooghly,West Bengal,22.7377,88.0552
712405,Hooghly,West Bengal,22.8882,88.4022
712406,Hooghly,West Bengal,22.7200,87.8700
712407,Hooghly,West Bengal,22.8283,88.1661
712408,Hooghly,West Bengal,22.7654,88.0045
712409,Hooghly,West Bengal,22.8150,88.2345
712410,Hooghly,West Bengal,22.8787,88.0143
712412,Hooghly,West Bengal,22.7900,87.9000
712413,Hooghly,West Bengal,22.8600,87.8700
712414,Hooghly,West Bengal,22.9500,88.3900
712415,Hooghly,West Bengal,22.8400,87.9050
712416,Hooghly,West Bengal,22.6800,87.9000
712417,Hooghly,West Bengal,22.7886,88.0345
712501,Hooghly,West Bengal,22.8200,87.8900
712502,Hooghly,West Bengal,22.9582,88.4030
712503,Hooghly,West Bengal,22.8882,88.4022
712504,Hooghly,West Bengal,22.8882,88.4022
712512,Hooghly,West Bengal,22.9500,88.3900
712513,Hooghly,West Bengal,22.9191,88.4022
712514,Hooghly,West Bengal,22.8882,88.4022
712515,Hooghly,West Bengal,22.9500,88.3900
712601,Hooghly,West Bengal,,
712602,Hooghly,West Bengal,22.9500,88.3900
712611,Hooghly,West Bengal,22.9500,88.3900
712612,Hooghly,West Bengal,,
712613,Hooghly,West Bengal,22.7600,88.3200
712614,Hooghly,West Bengal,22.9300,88.3850
712615,Hooghly,West Bengal,22.9500,88.3900
712616,Hooghly,West Bengal,22.9500,88.3900
712617,Hooghly,West Bengal,22.9500,88.3900
712701,Hooghly,West Bengal,22.7371,88.1923
712702,Hooghly,West Bengal,22.8882,88.4022
712706,Hooghly,West Bengal,22.7622,88.1709
713101,Purba Bardhaman,West Bengal,23.2568,87.8666
713102,Purba Bardhaman,West Bengal,23.2950,87.8850
713103,Purba Bardhaman,West Bengal,23.2035,87.8683
713104,Purba Bardhaman,West Bengal,23.2390,87.8607
713121,Purba Bardhaman,West Bengal,23.4400,87.8500
713122,Purba Bardhaman,West Bengal,23.1900,88.2700
713123,Purba Bardhaman,West Bengal,23.7350,88.1050
713124,Purba Bardhaman,West Bengal,23.1500,87.9550
713125,Purba Bardhaman,West Bengal,23.4000,87.9500
713126,Purba Bardhaman,West Bengal,23.5500,87.6800
713127,Purba Bardhaman,West Bengal,23.4100,87.8000
713128,Purba Bardhaman,West Bengal,23.4906,87.7400
713129,Purba Bardhaman,West Bengal,23.7250,87.9850
713130,Purba Bardhaman,West Bengal,23.6435,88.1309
713131,Purba Bardhaman,West Bengal,23.5300,87.8200
713132,Purba Bardhaman,West Bengal,23.6000,87.9950
713140,Purba Bardhaman,West Bengal,23.7500,88.0400
713141,Purba Bardhaman,West Bengal,23.3299,87.7752
713142,Purba Bardhaman,West Bengal,23.2000,87.7200
713143,Purba Bardhaman,West Bengal,23.5100,88.0500
713144,Purba Bardhaman,West Bengal,23.4350,87.6200
713145,Purba Bardhaman,West Bengal,23.4300,88.1400
713146,Purba Bardhaman,West Bengal,23.2000,88.1300
713147,Purba Bardhaman,West Bengal,23.5300,87.9100
713148,Purba Bardhaman,West Bengal,23.4400,87.5000
713149,Purba Bardhaman,West Bengal,23.2150,88.0400
713150,Purba Bardhaman,West Bengal,23.6000,88.1050
713151,Purba Bardhaman,West Bengal,23.1700,88.0100
713152,Purba Bardhaman,West Bengal,23.5600,87.6150
713153,Purba Bardhaman,West Bengal,23.5100,87.5600
713154,Purba Bardhaman,West Bengal,23.2002,88.0834
713166,Purba Bardhaman,West Bengal,23.0900,88.0900
713201,Paschim Bardhaman,West Bengal,23.4981,87.3202
713202,Paschim Bardhaman,West Bengal,23.4917,87.3063
713203,Paschim Bardhaman,West Bengal,23.5605,87.2584
713204,Paschim Bardhaman,West Bengal,23.5828,87.3014
713205,Paschim Bardhaman,West Bengal,23.5688,87.3179
713206,Paschim Bardhaman,West Bengal,23.5392,87.3405
713207,Paschim Bardhaman,West Bengal,23.5286,87.2564
713208,Paschim Bardhaman,West Bengal,23.5307,87.2801
713209,Paschim Bardhaman,West Bengal,23.5495,87.2918
713210,Paschim Bardhaman,West Bengal,23.5247,87.3255
713211,Paschim Bardhaman,West Bengal,23.4966,87.3336
713212,Paschim Bardhaman,West Bengal,23.5187,87.3918
713213,Paschim Bardhaman,West Bengal,23.5616,87.2785
713214,Paschim Bardhaman,West Bengal,23.5454,87.3315
713215,Paschim Bardhaman,West Bengal,23.5101,87.2729
713216,Paschim Bardhaman,West Bengal,23.5364,87.2983
713217,Paschim Bardhaman,West Bengal,23.5729,87.2332
713301,Paschim Bardhaman,West Bengal,23.6866,86.9529
713302,Paschim Bardhaman,West Bengal,23.6942,86.9797
713303,Paschim Bardhaman,West Bengal,23.6753,86.9736
713304,Paschim Bardhaman,West Bengal,23.6901,86.9489
713305,Paschim Bardhaman,West Bengal,23.8371,86.9100
713315,Paschim Bardhaman,West Bengal,23.8178,86.9833
713321,Paschim Bardhaman,West Bengal,23.5801,87.1992
713322,Paschim Bardhaman,West Bengal,23.6581,87.2005
713323,Paschim Bardhaman,West Bengal,23.5892,87.1180
713324,Paschim Bardhaman,West Bengal,23.7393,86.8166
713325,Paschim Bardhaman,West Bengal,23.6645,86.9326
713326,Paschim Bardhaman,West Bengal,,
713330,Paschim Bardhaman,West Bengal,23.6739,86.9524
713331,Paschim Bardhaman,West Bengal,23.8492,86.9020
713332,Paschim Bardhaman,West Bengal,,
713333,Paschim Bardhaman,West Bengal,23.6923,86.8296
713334,Paschim Bardhaman,West Bengal,23.7496,87.0293
713335,Paschim Bardhaman,West Bengal,23.8305,86.9048
713336,Paschim Bardhaman,West Bengal,23.7061,87.0774
